Timestamp,Please enter your age:,Please Choose your gender:,Marital Status:,What is your profession?,What is your monthly income?,How would you describe your family?,What is the total number of members in your family?,"What is the approximate ""average"" age of your family?",The number of Adults in your family,The number of Children in your family,How would you describe your area of residence?,How many people earn for your family?,What is your family's monthly income?,Has any of your family members contracted COVID-19?,Have you lost any family member(s) due to COVID-19?,How would you describe the ease of access to the nearest medical support from your area of residence?,How would you describe the feeling of love in your family?,The lockdown period has allowed your family members to enjoy the time they spend together.,Your family is satisfied with how things are during lockdown.,Your family is thankful with what they have during the lockdown period.,Do you sense fear within the family?,Do you sense anxiety within the family?,How often do fights break out between family members?,Your family members understand and respect each others personal privacy.,What are your Family Reactions whenever a difficult situation arises?,What is the general reaction of the family when there is some form of good news?
8/18/2021 5:41:15,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,35,4,1,Urban Area,1,"70,000 - 100,000 BDT",Yes,Yes,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Agree,I don't feel like there is.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/18/2021 12:21:14,21,Female,Unmarried,Student,"40,000 - 69,999 BDT",Extended Family,6,35,4,2,Urban Area,3,"More than 100,000 BDT",Yes,No,Close & Manageable.,It has slightly decreased during the lockdown period,Neutral,Disagree,Agree,Not at all.,Not at all.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/18/2021 17:05:38,23,Male,Unmarried,Student,"40,000 - 69,999 BDT",Extended Family,20,28,10,8,Suburban Area,3,"40,000 - 69,999 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Neutral,Neutral,I do feel it sometimes.,I don't feel like there is.,Problems are often resolved before fights break out.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/18/2021 19:08:38,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35.5,3,1,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/18/2021 21:47:21,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,25,3,0,Urban Area,1,"More than 100,000 BDT",Yes,Yes,Far but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Disagree,I do feel it sometimes.,Not at all.,Fights are very often.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/18/2021 22:01:20,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,50,3,0,Urban Area,2,Decline to respond,Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Disagree,Strongly Agree,I do feel it most of the time.,I do feel it most of the time.,There are fights sometimes.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/18/2021 23:03:34,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,46,4,0,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Strongly Disagree,Neutral,I do feel it most of the time.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/19/2021 1:41:36,14,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,4,2,2,Urban Area,1,"More than 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Agree,I don't feel like there is.,I don't feel like there is.,Problems are often resolved before fights break out.,Disagree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/19/2021 13:21:32,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,8,40,6,2,Suburban Area,3,"40,000 - 69,999 BDT",Yes,No,Far but Manageable,It has slightly increased during the lockdown period,Agree,Neutral,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/19/2021 16:52:25,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,47,3,0,Urban Area,2,"More than 100,000 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/19/2021 20:07:23,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35,3,1,Urban Area,1,Decline to respond,Yes,Yes,Close & Manageable.,It is the same as before the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/20/2021 6:05:49,21,Female,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,30,4,0,Rural Area,2,"40,000 - 69,999 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Agree,Agree,I do feel it most of the time.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/21/2021 9:45:50,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,60,5,4,Urban Area,1,"Less than 10,000 BDT",Yes,No,Far but Hard to Manage,It is the same as before the lockdown period,Neutral,Disagree,Neutral,Not at all.,Not at all.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/23/2021 21:38:22,22,Male,Unmarried,Student,Decline to respond,Nuclear Family,3,30,3,2,Urban Area,1,Decline to respond,No,No,Far but Manageable,It is the same as before the lockdown period,Strongly Agree,Disagree,Agree,I do feel it most of the time.,I do feel it most of the time.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/23/2021 21:47:39,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,33,3,1,Urban Area,1,Decline to respond,No,Yes,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Neutral,Agree,I do feel it most of the time.,I do feel it sometimes.,There are fights sometimes.,Strongly Disagree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/23/2021 22:43:14,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,3,43,3,0,Urban Area,1,"10,000 - 39,000 BDT",Asymptomatic,No,Far but Hard to Manage,It has decreased a lot during the lockdown period,Strongly Disagree,Strongly Disagree,Disagree,I do feel it most of the time.,I do feel it most of the time.,Fights are very often.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/24/2021 22:06:49,21,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,5,30,4,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:33:01,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,4,0,Suburban Area,1,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Agree,Agree,Not at all.,Not at all.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 9:33:15,24,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,121,4,0,Urban Area,1,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:35:08,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,30,3,1,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has decreased a lot during the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,I haven't paid attention.,I do feel it most of the time.,There are fights sometimes.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:45:33,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,28,2,2,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Neutral,Neutral,Not at all.,Not at all.,I haven't paid attention.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 9:47:32,22,Male,Unmarried,Student,"70,000 - 100,000 BDT",Nuclear Family,5,31,3,1,Suburban Area,1,"More than 100,000 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Neutral,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:49:49,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,37,4,0,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Agree,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:52:01,23,Female,Unmarried,Student,I do not have any income at the moment,Extended Family,6,40.83,5,1,Urban Area,1,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Neutral,Agree,I don't feel like there is.,I don't feel like there is.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 9:58:19,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,40,3,1,Suburban Area,1,Decline to respond,No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,I haven't paid attention.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/25/2021 10:09:41,21,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,20,3,2,Urban Area,1,"10,000 - 39,000 BDT",Yes,Yes,Far but Manageable,It has slightly decreased during the lockdown period,Agree,Agree,Agree,I haven't paid attention.,Not at all.,Fights are very often.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/25/2021 10:10:48,22,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,3,35,3,0,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Disagree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is almost no reaction at all.
8/25/2021 10:11:09,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,30,5,1,Urban Area,1,Decline to respond,No,No,Close & Manageable.,It has slightly increased during the lockdown period,Strongly Agree,Agree,Neutral,I haven't paid attention.,Not at all.,There are fights sometimes.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 10:17:52,21,Male,Unmarried,Unemployed,I do not have any income at the moment,Nuclear Family,4,30,4,2,Urban Area,2,Decline to respond,No,No,Far but Manageable,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 10:21:54,20,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,22,3,1,Urban Area,1,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Neutral,Agree,I don't feel like there is.,Not at all.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/25/2021 10:22:11,20,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,30,3,1,Rural Area,1,"Less than 10,000 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/25/2021 10:32:53,27,Male,Married,Unemployed,I do not have any income at the moment,Nuclear Family,2,2,2,0,Urban Area,0,"10,000 - 39,000 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Neutral,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/25/2021 10:47:00,21,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,5,30,1,10,Urban Area,5,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,I don't feel like there is.,I don't feel like there is.,I haven't paid attention.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 10:55:05,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,60,5,0,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 10:57:02,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,30,5,0,Urban Area,2,"70,000 - 100,000 BDT",No,No,Close & Manageable.,It has decreased a lot during the lockdown period,Strongly Disagree,Strongly Disagree,Strongly Disagree,I do feel it most of the time.,I do feel it most of the time.,Fights are very often.,Strongly Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/25/2021 11:01:47,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,33,4,0,Suburban Area,2,"10,000 - 39,000 BDT",No,No,Close but Hard to Manage,It has decreased a lot during the lockdown period,Strongly Disagree,Agree,Agree,I do feel it most of the time.,I do feel it most of the time.,Fights are very often.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is almost no reaction at all.
8/25/2021 11:04:00,22,Female,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,35,4,1,Urban Area,3,"10,000 - 39,000 BDT",Asymptomatic,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Strongly Disagree,Neutral,I do feel it sometimes.,I do feel it most of the time.,Fights are very often.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/25/2021 11:08:18,20,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,34.5,3,2,Urban Area,2,"More than 100,000 BDT",Yes,Yes,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Strongly Disagree,Neutral,I do feel it sometimes.,I haven't paid attention.,Problems are often resolved before fights break out.,Neutral,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:10:10,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,30,3,2,Suburban Area,1,Decline to respond,Asymptomatic,No,Far but Manageable,It is the same as before the lockdown period,Neutral,Neutral,Neutral,I haven't paid attention.,I haven't paid attention.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 11:10:31,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,10,19,4,6,Rural Area,2,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Neutral,Strongly Agree,I do feel it sometimes.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/25/2021 11:14:30,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,30,4,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Agree,Not at all.,Not at all.,Fights are very often.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:25:04,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,32,4,2,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Strongly Agree,Agree,Agree,I don't feel like there is.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:25:25,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,33,3,2,Rural Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Disagree,Disagree,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 11:32:51,21,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,3,42,3,0,Urban Area,1,"10,000 - 39,000 BDT",Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Strongly Agree,Neutral,Agree,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:40:27,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,6,40,4,2,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Neutral,Disagree,Neutral,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:44:05,19,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,29,4,1,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 11:55:45,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,4,0,Rural Area,1,"10,000 - 39,000 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Agree,Neutral,Not at all.,Not at all.,Problems are often resolved before fights break out.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 12:15:38,22,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,28,3,1,Urban Area,1,"70,000 - 100,000 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Agree,Agree,Agree,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 12:23:59,24,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,38,4,1,Urban Area,0,"Less than 10,000 BDT",Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Neutral,Agree,Not at all.,I do feel it sometimes.,There are fights sometimes.,Disagree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/25/2021 12:36:55,24,Male,Unmarried,Student,"40,000 - 69,999 BDT",Extended Family,8,30,6,1,Urban Area,3,"More than 100,000 BDT",No,No,Close & Manageable.,It has slightly decreased during the lockdown period,Neutral,Neutral,Neutral,Not at all.,I don't feel like there is.,Fights are very often.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 12:38:03,22,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,36,3,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Far but Manageable,It has slightly increased during the lockdown period,Agree,Neutral,Strongly Agree,Not at all.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 12:43:30,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35,3,1,Suburban Area,1,Decline to respond,No,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Disagree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 13:05:14,24,Male,Married,Student,"Less than 10,000 BDT",Extended Family,5,50,5,0,Rural Area,3,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Agree,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 13:13:37,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35,3,0,Urban Area,1,"More than 100,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Strongly Disagree,Strongly Disagree,I do feel it sometimes.,I do feel it sometimes.,I haven't paid attention.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 13:29:12,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,34.5,3,1,Urban Area,1,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,I don't feel like there is.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 13:36:55,21,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,37,5,0,Suburban Area,1,Decline to respond,Asymptomatic,No,Far but Manageable,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,I haven't paid attention.,Not at all.,I haven't paid attention.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/25/2021 14:10:51,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,25,3,2,Urban Area,1,"70,000 - 100,000 BDT",No,No,Far but Manageable,It has increased a lot during the lockdown period,Neutral,Disagree,Disagree,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 15:46:33,24,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,30,3,0,Urban Area,3,"40,000 - 69,999 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,I don't feel like there is.,I haven't paid attention.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 15:49:59,32,Male,Married,Unemployed,I do not have any income at the moment,Nuclear Family,5,220,5,0,Rural Area,1,"10,000 - 39,000 BDT",No,No,Far but Hard to Manage,It has decreased a lot during the lockdown period,Disagree,Agree,Disagree,I haven't paid attention.,I don't feel like there is.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 17:16:03,24,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,35.5,5,1,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Agree,Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 19:06:34,36,Female,Married,Employed,"10,000 - 39,000 BDT",Nuclear Family,5,10,3,2,Urban Area,2,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Neutral,I don't feel like there is.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 19:36:04,26,Female,Married,Student,I do not have any income at the moment,Nuclear Family,2,26,2,0,Urban Area,1,Decline to respond,Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Agree,Disagree,I do feel it sometimes.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/25/2021 19:44:50,21,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,28,4,1,Urban Area,2,"More than 100,000 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Neutral,Neutral,Not at all.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 21:15:49,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,4,0,Suburban Area,3,"70,000 - 100,000 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Strongly Agree,Disagree,Disagree,I do feel it sometimes.,I do feel it most of the time.,There are fights sometimes.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/25/2021 21:47:59,24,Male,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,5,30,5,0,Urban Area,2,"70,000 - 100,000 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Neutral,Agree,I don't feel like there is.,I don't feel like there is.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/25/2021 21:54:05,21,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,50,2,0,Urban Area,1,"70,000 - 100,000 BDT",No,No,Far but Manageable,It has slightly increased during the lockdown period,Neutral,Neutral,Neutral,Not at all.,I do feel it sometimes.,I haven't paid attention.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/25/2021 22:41:31,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35,3,1,Rural Area,1,Decline to respond,No,No,Far but Manageable,It has increased a lot during the lockdown period,Agree,Disagree,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
